gender,major,program,GPA
Male,B.Tech,ECE,6.458118179273007
Male,B.Tech,ECE,7.343250307062934
Male,B.Tech,CSE,6.211952978634701
Male,B.Tech,ECE,5.276773491515096
Male,MS,CSE,7.213940389417534
Male,B.Tech,CSE,8.961007725262759
Male,B.Tech,CSE,7.804714507996886
Male,MS,CSE,7.62773062210148
Male,B.Tech,ECE,6.894624194503345
Male,B.Tech,ECE,9.858700608759268
Male,B.Tech,CSE,7.484495484026299
Male,B.Tech,ECE,5.273964712525078
Male,B.Tech,CSE,6.094907005284928
Female,B.Tech,CSE,8.386987307449392
Female,B.Tech,ECE,7.122077019614644
Male,PhD,CSE,8.027798647626133
Male,MS,CND,7.185809781573689
Female,B.Tech,CND,6.833946000333065
Male,B.Tech,CSE,6.926690809937814
Male,B.Tech,ECE,7.876391599260218
Male,B.Tech,CSE,7.921159104194917
Male,B.Tech,CSE,6.189708445432319
Male,MS,CND,6.467499531768952
Male,PhD,CSE,9.304043316489425
Male,MS,ECE,8.501983155722595
Male,B.Tech,ECE,7.666607287094017
Male,B.Tech,CHD,7.8998772803470025
Male,B.Tech,CSE,7.5474812211033
Male,B.Tech,CSE,5.952656824617723
Male,B.Tech,CSE,7.319396368505119
Female,B.Tech,CSE,6.161421097635373
Male,B.Tech,CND,7.588632269679223
Male,MS,CSE,7.308293684140659
Male,B.Tech,CSE,7.321641349872918
Male,B.Tech,ECE,8.437092781894211
Male,B.Tech,ECE,5.628554955580161
Male,B.Tech,CHD,6.164131625580952
Female,B.Tech,CHD,5.1529341147763965
Male,B.Tech,ECE,6.8924472037732585
Other,B.Tech,CSE,7.395225486153421
Female,B.Tech,CSE,7.404951538238149
Male,PhD,CND,8.426075535581052
Male,B.Tech,CND,7.406191614347903
Female,PhD,ECE,8.06168211476925
Female,B.Tech,ECE,6.270238761365683
Female,B.Tech,ECE,6.559705765712527
Male,PhD,ECE,7.626814286677551
Male,PhD,CSE,8.171132546498546
Male,PhD,ECE,8.113885521108806
Male,B.Tech,ECE,9.402453179275597
Male,B.Tech,CSE,6.29299777273117
Female,B.Tech,ECE,7.869448604358977
Female,B.Tech,ECE,7.655779293177771
Male,B.Tech,CSE,8.919588605028709
Male,B.Tech,ECE,7.7785765962778095
Other,B.Tech,CSE,6.318711761238847
Male,MS,ECE,8.652464607354776
Male,PhD,CSE,8.608243136135586
Female,PhD,CND,8.51387390706235
Male,MS,CSE,9.006829023392918
Male,B.Tech,ECE,6.916362223713978
Male,PhD,CND,8.84700539366638
Male,B.Tech,CND,6.70599046633028
Male,B.Tech,CSE,5.378822841017762
Male,B.Tech,ECE,8.601184020601183
Female,B.Tech,CHD,5.975292141777684
Female,B.Tech,ECE,6.673879724185291
Male,B.Tech,ECE,5.635094632364268
Male,B.Tech,CSE,8.290164983271849
Male,MS,CHD,7.5416729918974115
Male,PhD,ECE,8.482591704209858
Female,B.Tech,ECE,6.145943919262442
Male,B.Tech,CSE,6.725317069398013
Male,B.Tech,CSE,5.8900819957937145
Male,MS,CSE,8.052634311374685
Male,B.Tech,CSE,5.985103845100003
Male,MS,ECE,7.650887385387664
Female,MS,CHD,7.5614029857745235
Male,B.Tech,ECE,8.090657065343638
Female,PhD,CND,8.865422021907131
Male,B.Tech,CSE,7.9740418417644605
Male,B.Tech,CSE,6.393005113041274
Male,B.Tech,CSE,8.426068678726427
Female,B.Tech,CSE,6.861152514829306
Male,PhD,CHD,8.590429933471784
Male,B.Tech,CSE,7.549299691691091
Male,B.Tech,CSE,6.177822043550734
Female,B.Tech,CSE,6.217873236130457
Male,B.Tech,CND,8.989577374525327
Male,PhD,CHD,8.199333231780173
Male,B.Tech,ECE,4.549475612815344
Female,MS,CND,8.25377335949548
Female,B.Tech,ECE,5.410988091914625
Male,B.Tech,CSE,6.742911342634822
Female,B.Tech,CHD,6.2221017472890985
Male,MS,CSE,7.485836379292267
Male,B.Tech,CSE,7.735230074293332
Female,B.Tech,ECE,7.617799758658712
Female,MS,CHD,8.128153284651342
Male,B.Tech,CSE,6.727620530625087
Female,B.Tech,CND,7.400435749340246
Male,B.Tech,CHD,6.604506875781286
Male,B.Tech,CND,6.894139286863909
Male,B.Tech,ECE,7.716237425322369
Female,B.Tech,ECE,8.187644770250362
Male,B.Tech,CSE,7.257965668617392
Male,MS,CND,6.8497758425168795
Male,B.Tech,CSE,6.446490538221473
Male,B.Tech,CHD,5.824251992281847
Male,PhD,ECE,8.196564925714092
Male,B.Tech,CSE,7.7111012432159525
Male,B.Tech,CND,7.349786851606694
Male,B.Tech,CSE,7.633917938048679
Male,B.Tech,ECE,6.245319205095396
Male,MS,CSE,8.474842293451548
Male,MS,ECE,7.0406914963225224
Male,B.Tech,CSE,7.449456196375033
Male,MS,CSE,8.122933118451975
Male,B.Tech,ECE,8.351318215000882
Male,B.Tech,ECE,8.531777691627244
Male,B.Tech,ECE,6.04665978532501
Male,B.Tech,ECE,6.780416033241925
Male,B.Tech,ECE,5.009816035647513
Male,B.Tech,CSE,7.407539747843534
Male,B.Tech,CSE,7.159893034591901
Female,B.Tech,CHD,6.580489107152238
Male,MS,CND,7.41331007787895
Male,MS,ECE,8.17129122364938
Male,B.Tech,ECE,6.361716244987926
Male,B.Tech,CHD,6.126913146714435
Male,B.Tech,ECE,8.802759171741227
Male,B.Tech,CHD,7.4942767535554955
Female,B.Tech,CSE,5.896952684576355
Male,B.Tech,ECE,6.830339526775367
Male,MS,CSE,8.52399951708788
Male,MS,CSE,7.3537248589775315
Male,MS,CSE,7.555951982500131
Female,B.Tech,ECE,6.313892484079332
Other,MS,CND,8.28151182505885
Female,B.Tech,ECE,5.519074128010334
Male,B.Tech,CSE,9.00163160774889
Male,B.Tech,CSE,5.890408233801444
Female,B.Tech,CSE,6.12141717376537
Male,B.Tech,CSE,6.692984881811951
Male,B.Tech,CND,8.070174841119837
Male,B.Tech,ECE,7.809914974999233
Male,B.Tech,CSE,5.818247188038586
Male,PhD,CND,8.459743104995034
Female,B.Tech,CSE,5.583900981309732
Male,MS,CND,7.983444362699204
Female,B.Tech,CHD,5.238968519011346
Female,MS,CHD,6.855615937715208
Female,B.Tech,ECE,9.297848023919723
Male,B.Tech,CHD,5.565806900970248
Female,PhD,CHD,8.406985619749037
Male,MS,CND,7.013182906714334
Male,B.Tech,CSE,6.535465725978957
Male,MS,ECE,7.741280095073246
Other,B.Tech,CSE,5.92611109640174
Male,B.Tech,ECE,5.469751885680484
Male,B.Tech,ECE,6.248924539723949
Male,B.Tech,ECE,6.566963607863726
Female,MS,CSE,7.0514778268081155
Male,B.Tech,ECE,5.566750894692685
Other,MS,ECE,7.8787720898969
Male,MS,CND,7.950116836204218
Female,B.Tech,CSE,5.966534915821475
Male,B.Tech,ECE,7.469790140167743
Female,PhD,CSE,9.31130473821118
Female,B.Tech,ECE,8.635040913682737
Male,B.Tech,CSE,7.579728494151871
Male,B.Tech,CSE,7.651290403482183
Male,B.Tech,CSE,8.202375123024346
Male,B.Tech,CSE,7.023915316645155
Male,PhD,ECE,7.898908701587202
Male,MS,ECE,7.721364593165324
Male,B.Tech,CSE,7.977594559441587
Male,B.Tech,CSE,6.808345781748941
Male,B.Tech,CND,7.573652966954044
Female,B.Tech,CSE,6.851546441132565
Female,MS,CHD,6.684293891539799
Male,B.Tech,ECE,5.865462174240109
Female,B.Tech,CSE,9.17940945664711
Male,B.Tech,CSE,5.559457800839679
Male,B.Tech,ECE,6.766721986861045
Male,MS,CND,8.2919797569468
Male,MS,CSE,7.117392863433691
Male,MS,CHD,8.995483528570178
Male,B.Tech,CSE,7.532968042987432
Male,B.Tech,ECE,8.043770727123594
Female,B.Tech,CSE,8.21506925694267
Female,B.Tech,CSE,7.51430294614502
Male,B.Tech,CHD,6.137263802790057
Male,B.Tech,ECE,6.040755939202353
Male,MS,CSE,7.2684103972202605
Male,B.Tech,ECE,7.644828259503233
Female,B.Tech,CSE,5.939563496076371
Male,B.Tech,ECE,8.18386311769983
Female,PhD,CHD,7.392082446805068
Female,MS,CSE,6.512855321857763
Male,B.Tech,CSE,6.8939523690733955
Female,B.Tech,CND,8.040777052249485
Female,B.Tech,ECE,9.136547803020076
Male,B.Tech,ECE,6.7559431187672585
Male,B.Tech,ECE,7.661750269671241
Male,B.Tech,CSE,6.407483133325923
Male,B.Tech,CSE,7.678523230535145
Male,MS,ECE,9.623982556783439
Male,B.Tech,CSE,6.916610716538886
Male,B.Tech,CSE,6.25767614077997
Male,B.Tech,ECE,7.508323451920294
Female,B.Tech,ECE,8.330537007445704
Male,PhD,CND,8.713100856874538
Male,B.Tech,ECE,7.61310334932669
Female,PhD,CHD,7.843686202872065
Female,B.Tech,CHD,7.629725277203931
Male,B.Tech,ECE,6.851531367922583
Other,B.Tech,CSE,7.426658368132651
Male,B.Tech,CSE,7.23268992529741
Male,MS,ECE,6.696293556416421
Male,MS,CSE,8.179329289883388
Male,B.Tech,CHD,7.504690345656467
Other,B.Tech,ECE,5.816288422862855
Male,B.Tech,CND,6.987626882925348
Female,B.Tech,CSE,6.266110412873013
Male,B.Tech,CSE,6.783401771107068
Male,B.Tech,CSE,5.3052962540226405
Female,B.Tech,CSE,8.787311079545017
Male,B.Tech,CHD,7.6268819371357575
Female,PhD,CND,7.8681280097618185
Male,PhD,CHD,8.024716012432169
Female,B.Tech,CSE,6.431455717077579
Male,MS,CND,7.911421265932643
Male,B.Tech,ECE,7.636682802770954
Male,B.Tech,CSE,7.3619012677496976
Female,B.Tech,ECE,6.5085916754302175
Female,B.Tech,ECE,4.0
Male,B.Tech,ECE,7.097874296736063
Male,B.Tech,CSE,7.196338287128673
Male,PhD,CHD,8.885499436098776
Female,B.Tech,CSE,7.352368896035255
Male,B.Tech,CSE,7.108466900744603
Female,B.Tech,CHD,8.27635785952603
Male,MS,CSE,8.638066174359352
Male,B.Tech,ECE,6.408979345237938
Male,B.Tech,CND,8.240867203307543
Male,MS,CHD,6.502262856100804
Male,B.Tech,CSE,6.394374557558937
Female,MS,CSE,8.359248631072136
Other,MS,CND,7.116726263945271
Male,B.Tech,ECE,7.681920483725905
Female,B.Tech,CSE,8.925068435770891
Female,B.Tech,ECE,6.6548778922062635
Male,B.Tech,CSE,8.549255595651168
Male,MS,CSE,6.9059981254194165
Female,B.Tech,CSE,7.840662502898148
Female,B.Tech,CSE,7.121433994622064
Male,B.Tech,CND,6.116131758016079
Male,B.Tech,CND,6.4607778845164585
Male,MS,ECE,6.971777837530809
Male,B.Tech,CSE,7.560930159843703
Female,MS,ECE,8.200666909693378
Female,PhD,CND,7.836084004037846
Male,B.Tech,CSE,6.005860702035928
Male,B.Tech,ECE,6.161640064089465
Female,MS,CND,8.329782567307511
Male,MS,CND,7.967927186340755
Male,B.Tech,ECE,9.596050680765252
Male,B.Tech,ECE,5.151437626760237
Female,MS,CHD,8.343597578285658
Other,B.Tech,CSE,6.287166422000616
Male,MS,CSE,8.403753731628573
Female,B.Tech,CSE,7.496475570450607
Female,B.Tech,ECE,8.415095253000661
Male,B.Tech,ECE,7.819047743061096
Female,B.Tech,ECE,6.733553890236191
Male,B.Tech,CND,6.711025023510509
Female,MS,CSE,8.989303891294298
Male,B.Tech,CSE,6.73575030684223
Male,MS,ECE,8.382723646199242
Male,B.Tech,ECE,6.995124979856868
Male,MS,CND,8.180898428557724
Male,B.Tech,ECE,5.476685633687891
Male,PhD,CSE,9.257912705285612
Male,B.Tech,ECE,6.240289072670016
Male,MS,CSE,9.385718594204556
Female,B.Tech,ECE,7.349476892426915
Female,B.Tech,ECE,7.937460494098104
Female,B.Tech,ECE,8.2849803363877
Male,MS,CHD,8.547133219622959
Female,B.Tech,CSE,7.149643920961683
Male,B.Tech,CHD,7.6676497867652005
Male,B.Tech,ECE,6.8944008622161235
Male,MS,ECE,8.170345683654833
Female,MS,CSE,9.343096036261194
Female,B.Tech,ECE,7.939794521158958
Male,MS,CHD,8.249329444090675
Male,PhD,CSE,8.132172469150884
Male,MS,CHD,8.237887952959836
Male,MS,CND,7.548540673187534
Female,B.Tech,CHD,7.064091069855041
Male,B.Tech,CSE,7.958171407868081
Female,B.Tech,ECE,6.570463135163785
Female,B.Tech,CHD,5.4745681225511555
Female,B.Tech,ECE,6.919091144783881
Female,B.Tech,CND,7.447304350899295
Female,B.Tech,CSE,6.204634526514265
Male,PhD,CND,8.700310760983127
Female,B.Tech,CSE,7.45529831621132
Male,B.Tech,CSE,5.764991887199775
Male,PhD,CHD,8.251780634506261
Male,MS,CHD,9.54064564935531
Female,PhD,CND,9.198141063403927
Male,B.Tech,ECE,6.838972162741277
Female,MS,CND,9.019099462720517
Female,PhD,CND,7.375260082404296
Female,B.Tech,ECE,8.144371771929716
Male,B.Tech,ECE,5.5162347460178225
Male,MS,CND,7.883125293815365
Female,B.Tech,ECE,8.95643268017091
Female,B.Tech,ECE,6.873519431236679
Male,B.Tech,CHD,7.999740792038029
Female,B.Tech,CND,6.845516237815785
Male,MS,CHD,7.482911071980227
Male,B.Tech,CSE,4.595443524338167
Male,B.Tech,ECE,5.300952800997999
Male,PhD,CND,8.141381294982185
Male,B.Tech,CSE,9.035533823029708
Male,MS,CSE,7.598010359623269
Male,B.Tech,ECE,6.730169383980573
Male,MS,ECE,8.039740219659008
Male,B.Tech,ECE,7.6338421231280025
Female,B.Tech,CSE,7.090143159970176
Female,B.Tech,CSE,7.36558512629954
Male,B.Tech,CSE,6.667779806753929
Male,B.Tech,CSE,6.39932784999021
Male,B.Tech,ECE,5.69145588735598
Male,B.Tech,CSE,5.378782391904197
Female,PhD,CSE,8.618380444655802
Male,MS,CSE,7.136093049133785
Male,B.Tech,ECE,8.662836490277753
Male,MS,CHD,7.188368478765356
Female,MS,CND,8.118550717494548
Male,B.Tech,CSE,7.009408889435699
Male,MS,CHD,8.014183333497918
Male,B.Tech,CND,7.091122394440044
Male,PhD,CHD,7.525778169808999
Male,B.Tech,CSE,6.692913892298251
Female,B.Tech,CSE,6.162849915512312
Male,B.Tech,CSE,7.2550541116768725
Female,MS,ECE,9.519497466992027
Male,B.Tech,ECE,5.741697095781744
Male,B.Tech,ECE,5.234512080309198
Male,B.Tech,ECE,8.519542531728149
Male,B.Tech,ECE,5.666560104945139
Female,PhD,CSE,8.390974077983097
Male,B.Tech,CND,6.7840642398175275
Male,MS,ECE,9.681970646486985
Female,B.Tech,ECE,7.115938249847137
Female,B.Tech,CSE,8.137056371584631
Female,B.Tech,ECE,7.327350080934622
Male,PhD,CHD,8.414780472912165
Female,MS,CND,8.214386276305811
Male,B.Tech,CSE,5.651773975804479
Male,B.Tech,ECE,6.9138392694026605
Male,B.Tech,ECE,5.512054949230029
Female,B.Tech,CND,6.8444218734456586
Male,MS,CND,8.79707638447562
Female,PhD,CSE,8.585339574675428
Female,PhD,ECE,7.869729031966406
Male,B.Tech,ECE,7.393757146456905
Male,B.Tech,ECE,7.87642874401643
Female,B.Tech,CSE,7.568143458550491
Male,MS,CND,7.126024055173509
Male,B.Tech,CHD,4.252956462520634
Female,B.Tech,ECE,7.829997124571351
Female,B.Tech,ECE,7.158877237410604
Male,MS,CHD,7.318485195701424
Male,PhD,CND,7.9182501074021605
Female,B.Tech,ECE,7.981328273358814
Female,B.Tech,ECE,5.9854970575015445
Female,B.Tech,CSE,5.9785893648572
Female,B.Tech,ECE,7.871027510032835
Female,PhD,ECE,9.116740405360664
Male,PhD,CHD,8.588913476724992
Male,MS,ECE,8.052102552995773
Male,PhD,ECE,8.149523261973183
Male,B.Tech,CSE,8.470327641609506
Female,B.Tech,CSE,7.233884492657775
Male,B.Tech,CSE,5.691766883641579
Male,B.Tech,CSE,6.801325058625497
Female,MS,CHD,8.002025865715424
Male,MS,ECE,8.755592495683661
Female,B.Tech,CHD,8.212765747718596
Female,B.Tech,ECE,6.918549851930812
Male,PhD,ECE,8.729765537514655
Female,B.Tech,CSE,7.545700194780106
Female,B.Tech,CSE,5.7480405124193945
Male,B.Tech,CND,7.05082977482538
Male,B.Tech,CHD,6.062947613836107
Female,B.Tech,CND,8.410783883187095
Male,MS,ECE,8.460725899782298
Male,B.Tech,CHD,6.3663218331730524
Male,B.Tech,CSE,7.6782300648938415
Male,B.Tech,CSE,7.381931772450519
Female,MS,CHD,7.43141510486186
Other,MS,ECE,8.399321298161935
Male,MS,CSE,7.710791257497136
Male,PhD,CHD,8.156852692398196
Male,MS,ECE,7.673165448480544
Male,B.Tech,CSE,7.892477642439893
Male,B.Tech,ECE,6.0654214725596285
Male,B.Tech,CSE,5.338493668651365
Female,B.Tech,ECE,8.447245303371577
Male,MS,CHD,7.22408541749697
Male,PhD,ECE,7.986911894434857
Male,B.Tech,CSE,6.951023744404013
Male,PhD,CHD,9.124608181633318
Female,B.Tech,ECE,6.470741469687826
Male,PhD,CHD,7.563012407787621
Female,B.Tech,CSE,6.833232927618702
Male,B.Tech,ECE,7.551251430131972
Male,B.Tech,ECE,7.481648340388837
Female,B.Tech,CHD,7.785167442914674
Male,B.Tech,ECE,6.918454730067945
Male,B.Tech,ECE,8.072831000029772
Female,MS,ECE,7.765754911696369
Male,PhD,ECE,9.669698639468661
Male,MS,CND,7.732415988931983
Male,B.Tech,CND,5.68409755848209
Female,B.Tech,CND,5.916039510855136
Male,MS,ECE,8.32774267432291
Female,MS,ECE,7.695032903742267
Male,B.Tech,CSE,7.776819150515131
Male,MS,ECE,8.303974335292482
Male,MS,ECE,6.759263518600999
Male,B.Tech,CSE,7.351490022003359
Male,B.Tech,CSE,7.6591061718471325
Female,B.Tech,ECE,6.422575722659537
Male,B.Tech,CSE,8.043836339162599
Male,B.Tech,CHD,7.612486755504807
Male,B.Tech,ECE,6.495578768043537
Female,MS,ECE,7.76228770995246
Male,MS,ECE,8.504647540817997
Male,B.Tech,CSE,7.0525323711102255
Female,MS,CND,6.599199199925191
Female,B.Tech,ECE,7.106308090822992
Male,B.Tech,CHD,7.391593870735471
Female,B.Tech,CSE,5.548674336046343
Male,PhD,ECE,8.069403888954536
Other,MS,CND,7.8054030442926186
Male,PhD,CND,8.406915926329871
Male,B.Tech,CHD,6.9876295155833406
Male,B.Tech,ECE,5.633495885752046
Male,MS,CSE,6.9482671256151445
Male,B.Tech,CND,7.446183256578767
Female,B.Tech,ECE,8.12212750088818
Female,MS,ECE,8.278829748126778
Female,B.Tech,ECE,5.225085162963464
Male,B.Tech,CSE,5.332691097456499
Female,B.Tech,ECE,7.444841585227916
Male,B.Tech,ECE,8.711141968489452
Male,B.Tech,ECE,6.997982261528422
Male,B.Tech,CHD,8.663081542690975
Male,B.Tech,CSE,5.554495209196031
Male,B.Tech,ECE,5.798321958344636
Male,B.Tech,CSE,6.926531166776262
Male,B.Tech,CSE,7.867575263428454
Male,B.Tech,ECE,7.740851004895505
Female,B.Tech,CSE,8.776336212799428
Female,B.Tech,ECE,7.59384946945104
Male,PhD,CHD,7.640796636395079
Male,B.Tech,ECE,7.22887460861319
Male,B.Tech,CND,6.961403001474373
Male,MS,CSE,7.438538507883852
Male,B.Tech,ECE,7.550506212268531
Male,B.Tech,ECE,8.471090224007181
Male,B.Tech,ECE,6.569844346315927
Female,B.Tech,CSE,7.062369705990011
Male,MS,CSE,8.404329740916232
Male,B.Tech,CSE,8.757840643728755
Male,B.Tech,CND,7.192309885779397
Male,B.Tech,CND,8.166386166129858
Female,B.Tech,ECE,7.125066303841213
Female,B.Tech,ECE,6.02633583533495
Female,B.Tech,ECE,8.189113868616513
Male,B.Tech,CND,7.497157697420605
Female,PhD,CND,8.095318065536585
Male,PhD,CSE,8.631266941461577
Male,PhD,CSE,8.143160246327419
Male,B.Tech,ECE,6.639627353811398
Male,B.Tech,CND,7.693007382195235
Male,MS,ECE,7.30300492769959
Male,B.Tech,CSE,8.681095923652727
Female,B.Tech,CSE,6.475094492509026
Female,B.Tech,ECE,7.198936738547961
Male,B.Tech,ECE,7.855729541133931
Male,MS,CHD,8.043155872260927
Female,B.Tech,CHD,7.783372312485272
Male,B.Tech,ECE,6.976873667411155
Female,B.Tech,CSE,7.671984500901356
Male,B.Tech,CND,6.3093007992369365
Male,B.Tech,ECE,7.172987795580898
Male,B.Tech,CSE,5.859976984214544
Female,B.Tech,CHD,6.144827242384348
Male,MS,CND,8.180002454788934
Male,B.Tech,CSE,7.335254603986795
Male,B.Tech,ECE,6.4906968816889705
Male,B.Tech,CSE,8.255016193574356
Female,MS,CND,7.3651632891228935
Male,B.Tech,CND,6.231318348340395
Male,MS,ECE,8.453321642662328
Female,B.Tech,ECE,6.422885429071145
Male,B.Tech,ECE,7.114400860001751
Male,B.Tech,ECE,6.411535720358856
Male,MS,ECE,7.6415249601229185
Male,MS,CHD,7.906206866386753
Male,MS,ECE,7.842522556972793
Female,B.Tech,CHD,8.752687054183736
Male,B.Tech,ECE,6.4174559835758345
Female,B.Tech,CSE,8.216334444098017
Female,B.Tech,CND,5.5793888913803995
Female,B.Tech,ECE,9.39442442970796
Male,B.Tech,CND,7.758725079061314
Female,B.Tech,CND,7.048186121518916
Male,PhD,CSE,7.798678856409174
Male,B.Tech,ECE,6.7112723738995905
Male,B.Tech,CSE,8.635906565790865
Female,PhD,CHD,8.827554576784534
Male,B.Tech,CSE,7.900167251460183
Male,B.Tech,CSE,6.793319215982618
Female,B.Tech,CSE,7.136196315536743
Female,MS,ECE,7.69373217221158
Male,B.Tech,CSE,7.237976412257882
Male,B.Tech,CSE,8.07988700042979
Female,PhD,CHD,8.041969681359838
Male,B.Tech,ECE,6.5291045298261094
Female,PhD,CND,7.602553293648885
Male,B.Tech,CSE,6.993040142446373
Male,B.Tech,ECE,6.365443874699937
Female,B.Tech,CHD,7.47837455406541
Male,MS,CND,9.02549376642472
Male,MS,CND,8.506988659178548
Female,B.Tech,ECE,6.7140900956745115
Male,PhD,CND,7.894840659754994
Female,B.Tech,CSE,7.05568983709575
Female,B.Tech,CSE,5.383038505023255
Male,B.Tech,ECE,6.430114232539348
Male,B.Tech,CSE,7.054609094458998
Male,B.Tech,CSE,8.282249900399876
Male,B.Tech,CSE,9.628258620087648
Female,B.Tech,CSE,8.577402669938714
Male,B.Tech,CHD,6.890571682697564
Male,PhD,CSE,8.584904737946577
Female,B.Tech,CSE,6.131730852777582
Male,B.Tech,ECE,8.22466222543528
Male,MS,ECE,7.714072739739704
Male,MS,ECE,7.295346867623399
Male,B.Tech,CSE,8.589954822636143
Male,MS,ECE,7.64351200722362
Female,B.Tech,CND,8.329761675839734
Male,PhD,CSE,9.14416065438192
Male,B.Tech,CSE,8.743083126547441
Female,PhD,CND,8.091894396598097
Female,B.Tech,CSE,5.758539265926833
Male,B.Tech,ECE,7.52589782760371
Male,B.Tech,ECE,7.281568717429407
Male,B.Tech,CSE,7.554235443756797
Male,B.Tech,CSE,7.822727393561604
Male,B.Tech,ECE,6.867290672576782
Male,B.Tech,CND,6.544340633087229
Female,B.Tech,ECE,6.800402577493598
Male,MS,ECE,8.885163944897505
Male,B.Tech,CSE,7.620983727449089
Male,B.Tech,ECE,6.181308306604646
Female,B.Tech,ECE,6.4039957225575925
Male,B.Tech,ECE,8.392817163716193
Male,MS,CSE,7.441008695140526
Male,MS,CND,7.8337971968552536
Male,B.Tech,ECE,7.018789638744244
Female,B.Tech,ECE,7.804178361495402
Male,B.Tech,ECE,5.917766271743259
Female,B.Tech,CHD,6.138154386767586
Female,B.Tech,ECE,8.175390498925147
Female,B.Tech,CSE,6.155501790084788
Male,B.Tech,CSE,6.20610497590331
Female,PhD,CND,8.041371856461502
Male,PhD,CHD,9.203442646459523
Female,MS,CSE,7.338562101732529
Female,MS,CND,7.698822009498046
Male,B.Tech,CHD,7.819157377183618
Female,B.Tech,ECE,9.14291628912649
Male,MS,CSE,7.85384212488626
Male,B.Tech,CHD,6.213855443553193
Male,B.Tech,CND,6.310318750307843
Female,B.Tech,CHD,6.585057511760552
Female,MS,CHD,7.899819988133477
Male,B.Tech,CSE,7.460247275493726
Male,B.Tech,ECE,5.2005827032511975
Male,MS,ECE,7.2886888282436235
Female,MS,CND,8.43654285941963
Male,MS,CHD,7.382685135111258
Male,B.Tech,ECE,6.082317439499077
Male,B.Tech,ECE,5.672120947057727
Male,B.Tech,CSE,6.325768776674335
Male,B.Tech,CSE,5.877555519547122
Male,B.Tech,CSE,5.881514761129498
Male,B.Tech,CHD,6.840920676005103
Male,B.Tech,CSE,7.977987553850772
Male,PhD,CSE,7.710723589513022
Female,B.Tech,ECE,5.836614962727262
Male,B.Tech,CSE,6.504240594454853
Male,PhD,ECE,8.056408876360909
Female,B.Tech,CND,7.278088423001696
Male,B.Tech,ECE,8.09279073471059
Female,PhD,CHD,8.008775879955197
Female,B.Tech,ECE,6.580039611086517
Male,PhD,CND,8.725111294973138
Female,B.Tech,ECE,6.698604499038104
Male,B.Tech,CND,6.753816087310103
Male,B.Tech,CSE,8.382400956125565
Female,MS,CND,9.241303980691558
Male,MS,ECE,8.909528453257767
Male,B.Tech,CND,5.134677146594307
Female,B.Tech,CSE,7.814674105156619
Female,B.Tech,CSE,7.953129575886072
Male,B.Tech,ECE,7.686879478556103
Female,B.Tech,CND,6.506087165762933
Male,B.Tech,CSE,6.607602621321208
Female,PhD,CHD,9.052385878812593
Male,B.Tech,CSE,7.599972056409491
Female,B.Tech,CND,6.98340448228804
Male,MS,CSE,7.049147949224893
Female,B.Tech,CSE,6.537559069091158
Male,B.Tech,CHD,6.017438034926037
Male,B.Tech,CSE,8.337260416996328
Female,B.Tech,CSE,7.754436491627414
Female,B.Tech,ECE,6.186468560261324
Female,PhD,ECE,8.308865751915597
Male,B.Tech,CHD,6.278061131999924
Female,B.Tech,CSE,6.538188217829228
Female,B.Tech,ECE,6.573451984157359
Male,B.Tech,CSE,7.215410040815106
Male,B.Tech,CSE,6.870158331405075
Female,B.Tech,CSE,7.108784325368523
Male,B.Tech,ECE,9.323249837161597
Female,PhD,CSE,8.687656864209336
Male,B.Tech,CSE,9.152556201698568
Female,B.Tech,CHD,6.468042943691573
Male,B.Tech,CHD,8.942234623148051
Male,B.Tech,CND,6.833567765338091
Male,B.Tech,CHD,6.474620710540954
Male,B.Tech,CSE,6.390600445235385
Male,B.Tech,CSE,7.801864906035651
Female,B.Tech,CND,7.445742273024845
Female,B.Tech,CSE,7.061681750163214
Male,MS,ECE,9.22391254734076
Female,B.Tech,CSE,9.045905623686439
Male,B.Tech,CHD,5.771866796065384
Male,B.Tech,ECE,6.1652806936808044
Male,PhD,CSE,8.173980662074277
Female,B.Tech,CSE,5.59920464287983
Male,PhD,ECE,7.8922513855536245
Male,MS,CSE,8.354903976642012
Female,B.Tech,CSE,6.593582416730056
Male,B.Tech,ECE,7.103294901520354
Female,B.Tech,ECE,8.26346307929134
Female,B.Tech,ECE,8.721403410474728
Female,B.Tech,ECE,7.418163675423197
Male,B.Tech,CSE,6.86940302204024
Female,MS,CHD,8.953734754876061
Male,B.Tech,ECE,7.882398690679993
Female,B.Tech,ECE,6.85473993464533
Male,B.Tech,CSE,7.274215672149685
Other,B.Tech,CSE,6.338353323469852
Male,MS,CHD,8.18705023928383
Female,B.Tech,CHD,9.712804492453767
Male,B.Tech,ECE,7.993961049722578
Female,MS,CSE,7.997167867796257
Female,B.Tech,CSE,7.598797440191699
Female,PhD,CND,8.637900288390686
Male,B.Tech,ECE,6.9903722617621495
Female,MS,ECE,8.021190722909383
Male,B.Tech,CSE,7.142847173272157
Male,MS,CHD,7.653152881048657
Female,B.Tech,CSE,8.151590894185977
Female,PhD,ECE,8.756207663868905
Male,MS,CND,7.856840856926289
Female,B.Tech,ECE,8.90657504572263
Male,B.Tech,ECE,9.202998136455955
Male,B.Tech,CND,5.867639968316547
Male,B.Tech,ECE,5.821108503047119
Female,MS,CSE,7.346589783474458
Female,B.Tech,CSE,7.27082347721671
Male,B.Tech,CSE,7.01604406513777
